"CityName","TownName","VilCode","VilName","Hagibis","Matmo","Fung-wong","Chan-hom","Soudelor","Dujuan","Nepartak","MerantiAndMalakas","total"
"台北市","松山區","6300100-002","莊敬里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-003","東榮里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-004","三民里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-005","新益里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-006","富錦里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-007","新東里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-008","富泰里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-009","介壽里",0,0,0,0,0,104,0,0,104
"台北市","松山區","6300100-010","精忠里",0,0,0,0,480,100,0,0,580
"台北市","松山區","6300100-011","東光里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-012","龍田里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-013","東昌里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-014","東勢里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-015","中華里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-016","民有里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-017","民福里",0,0,0,0,203,0,0,0,203
"台北市","松山區","6300100-018","慈祐里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-019","安平里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-020","鵬程里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-021","自強里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-022","吉祥里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-024","新聚里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-025","復盛里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-026","中正里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-027","中崙里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-028","美仁里",0,0,0,0,105,0,0,0,105
"台北市","松山區","6300100-029","吉仁里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-030","敦化里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-031","復源里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-032","復建里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-033","復勢里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-034","福成里",0,0,0,0,0,0,0,0,0
"台北市","松山區","6300100-035","松基里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-001","西村里",0,0,0,0,1,0,0,0,1
"台北市","信義區","6300200-002","正和里",0,0,0,0,0,141,0,0,141
"台北市","信義區","6300200-003","興隆里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-004","中興里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-005","新仁里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-006","興雅里",0,0,0,0,2,0,0,0,2
"台北市","信義區","6300200-007","敦厚里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-008","廣居里",0,0,0,0,1,49,0,0,50
"台北市","信義區","6300200-009","安康里",0,0,0,0,391,0,0,0,391
"台北市","信義區","6300200-010","六藝里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-011","雅祥里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-012","五常里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-013","五全里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-014","永吉里",0,0,0,0,106,0,0,0,106
"台北市","信義區","6300200-015","長春里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-016","四育里",0,0,0,0,76,0,0,0,76
"台北市","信義區","6300200-017","四維里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-018","永春里",0,0,0,0,1,138,0,0,139
"台北市","信義區","6300200-019","富臺里",0,0,0,0,0,156,0,0,156
"台北市","信義區","6300200-020","國業里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-021","松隆里",0,0,0,0,275,76,0,0,351
"台北市","信義區","6300200-022","松友里",0,0,0,0,173,0,0,0,173
"台北市","信義區","6300200-023","松光里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-024","中坡里",0,0,0,0,14,0,0,0,14
"台北市","信義區","6300200-025","中行里",0,0,0,0,22,84,0,0,106
"台北市","信義區","6300200-026","大道里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-027","大仁里",0,0,618,0,0,0,0,0,618
"台北市","信義區","6300200-028","景新里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-029","惠安里",0,0,0,0,58,0,0,0,58
"台北市","信義區","6300200-030","三張里",0,0,0,0,189,0,0,0,189
"台北市","信義區","6300200-031","三犁里",0,0,0,0,250,0,0,0,250
"台北市","信義區","6300200-032","六合里",0,0,0,0,189,0,0,0,189
"台北市","信義區","6300200-033","泰和里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-034","景聯里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-035","景勤里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-036","雙和里",0,0,0,0,50,0,0,0,50
"台北市","信義區","6300200-037","嘉興里",0,0,0,0,0,0,0,0,0
"台北市","信義區","6300200-038","黎順里",0,0,0,0,7,0,0,0,7
"台北市","信義區","6300200-039","黎平里",0,0,0,0,1054,0,0,0,1054
"台北市","信義區","6300200-040","黎忠里",0,0,0,0,488,0,0,0,488
"台北市","信義區","6300200-041","黎安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-001","德安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-002","仁慈里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-003","和安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-004","民炤里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-005","仁愛里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-006","義村里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-007","民輝里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-008","昌隆里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-009","誠安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-010","光武里",0,0,0,95,0,0,0,0,95
"台北市","大安區","6300300-011","龍坡里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-012","龍泉里",0,0,0,0,0,120,0,0,120
"台北市","大安區","6300300-013","古風里",0,0,0,0,0,580,0,0,580
"台北市","大安區","6300300-014","古莊里",0,0,0,0,0,190,0,0,190
"台北市","大安區","6300300-015","龍安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-016","錦安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-017","福住里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-018","永康里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-019","光明里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-020","錦泰里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-021","錦華里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-022","龍圖里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-023","新龍里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-026","龍陣里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-027","龍雲里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-028","龍生里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-029","住安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-030","義安里",0,0,0,0,662,0,0,0,662
"台北市","大安區","6300300-031","通化里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-032","通安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-033","臨江里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-034","法治里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-035","全安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-036","群賢里",0,0,0,118,0,0,0,0,118
"台北市","大安區","6300300-037","群英里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-038","虎嘯里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-039","臥龍里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-040","龍淵里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-041","龍門里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-043","大學里",0,0,0,0,0,903,0,0,903
"台北市","大安區","6300300-044","芳和里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-046","黎元里",0,0,0,53,0,0,0,0,53
"台北市","大安區","6300300-047","黎孝里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-048","黎和里",0,0,0,0,103,103,0,0,206
"台北市","大安區","6300300-049","建安里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-050","建倫里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-051","敦安里",0,0,0,0,126,0,0,0,126
"台北市","大安區","6300300-052","正聲里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-053","敦煌里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-054","華聲里",0,0,0,0,117,0,0,0,117
"台北市","大安區","6300300-055","車層里",0,0,0,0,150,0,0,0,150
"台北市","大安區","6300300-056","光信里",0,0,0,0,0,0,0,0,0
"台北市","大安區","6300300-057","學府里",0,0,0,0,6,0,0,0,6
"台北市","中山區","6300400-001","正守里",0,0,0,0,0,66,0,0,66
"台北市","中山區","6300400-002","正義里",0,0,0,0,0,75,0,0,75
"台北市","中山區","6300400-003","正得里",0,0,0,0,0,254,0,0,254
"台北市","中山區","6300400-004","民安里",0,0,0,0,0,600,0,0,600
"台北市","中山區","6300400-005","康樂里",0,0,0,0,0,95,0,0,95
"台北市","中山區","6300400-006","中山里",0,0,0,0,0,152,0,0,152
"台北市","中山區","6300400-007","聚盛里",0,0,0,0,0,460,0,0,460
"台北市","中山區","6300400-008","集英里",0,0,0,0,0,10,0,0,10
"台北市","中山區","6300400-009","聚葉里",0,0,0,0,0,188,0,0,188
"台北市","中山區","6300400-010","恆安里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-011","晴光里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-012","圓山里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-013","劍潭里",0,0,0,0,14,315,0,0,329
"台北市","中山區","6300400-014","大直里",0,0,0,0,0,14,0,0,14
"台北市","中山區","6300400-015","成功里",0,0,0,0,1,97,0,0,98
"台北市","中山區","6300400-016","永安里",0,0,0,0,0,110,0,0,110
"台北市","中山區","6300400-017","大佳里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-018","新喜里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-019","新庄里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-020","新福里",0,0,0,0,0,445,0,0,445
"台北市","中山區","6300400-021","松江里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-022","新生里",0,0,0,0,0,226,0,0,226
"台北市","中山區","6300400-023","中庄里",0,0,0,0,0,53,0,0,53
"台北市","中山區","6300400-024","行政里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-025","行仁里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-026","行孝里",0,0,0,0,3,0,0,0,3
"台北市","中山區","6300400-027","下埤里",0,0,0,0,490,0,0,0,490
"台北市","中山區","6300400-028","江寧里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-029","江山里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-030","中吉里",0,0,0,0,0,1,0,0,1
"台北市","中山區","6300400-031","中原里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-032","興亞里",0,0,0,0,0,139,0,0,139
"台北市","中山區","6300400-033","中央里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-034","朱馥里",0,0,0,0,107,1,0,0,108
"台北市","中山區","6300400-035","龍洲里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-036","朱園里",0,0,0,0,201,0,0,0,201
"台北市","中山區","6300400-037","埤頭里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-038","朱崙里",0,0,0,0,63,0,0,0,63
"台北市","中山區","6300400-039","力行里",0,0,0,0,1,0,0,0,1
"台北市","中山區","6300400-040","復華里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-041","金泰里",0,0,0,0,0,0,0,0,0
"台北市","中山區","6300400-042","北安里",0,0,0,0,130,369,0,0,499
"台北市","中正區","6300500-001","水源里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-002","富水里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-003","文盛里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-004","林興里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-005","河堤里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-006","頂東里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-007","網溪里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-008","板溪里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-009","螢圃里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-010","螢雪里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-011","永功里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-012","永昌里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-013","龍興里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-014","忠勤里",0,0,0,0,0,1492,0,0,1492
"台北市","中正區","6300500-015","廈安里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-016","愛國里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-017","南門里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-018","龍光里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-019","南福里",0,0,0,0,43,0,0,0,43
"台北市","中正區","6300500-020","龍福里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-021","新營里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-022","建國里",0,0,19,0,0,46,0,0,65
"台北市","中正區","6300500-023","光復里",0,0,0,0,0,983,0,0,983
"台北市","中正區","6300500-024","黎明里",0,0,0,0,56,573,0,0,629
"台北市","中正區","6300500-025","梅花里",0,0,0,0,0,1,0,0,1
"台北市","中正區","6300500-026","幸福里",0,0,0,0,0,4,0,0,4
"台北市","中正區","6300500-027","幸市里",0,0,265,0,0,0,0,0,265
"台北市","中正區","6300500-028","東門里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-029","文北里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-030","文祥里",0,0,0,0,0,0,0,0,0
"台北市","中正區","6300500-031","三愛里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-001","玉泉里",0,0,0,0,0,127,0,0,127
"台北市","大同區","6300600-002","建明里",0,0,0,0,0,325,0,0,325
"台北市","大同區","6300600-003","建功里",0,0,0,0,0,177,0,0,177
"台北市","大同區","6300600-004","建泰里",0,0,0,0,0,663,0,0,663
"台北市","大同區","6300600-005","永樂里",0,0,0,0,0,233,0,0,233
"台北市","大同區","6300600-006","朝陽里",0,0,0,0,0,753,0,0,753
"台北市","大同區","6300600-007","星明里",0,0,0,0,28,32,0,0,60
"台北市","大同區","6300600-008","光能里",0,0,0,0,0,281,0,0,281
"台北市","大同區","6300600-009","大有里",0,0,0,0,0,145,0,0,145
"台北市","大同區","6300600-010","延平里",0,0,0,0,0,79,0,0,79
"台北市","大同區","6300600-011","雙連里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-012","南芳里",0,0,0,0,0,346,0,0,346
"台北市","大同區","6300600-013","民權里",0,0,0,0,0,1,0,0,1
"台北市","大同區","6300600-014","景星里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-015","隆和里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-016","蓬萊里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-017","國順里",0,0,642,0,0,0,0,0,642
"台北市","大同區","6300600-018","國慶里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-019","揚雅里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-020","斯文里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-021","鄰江里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-022","至聖里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-024","老師里",0,0,0,0,0,0,0,0,0
"台北市","大同區","6300600-025","重慶里",0,0,0,0,0,36,0,0,36
"台北市","大同區","6300600-026","保安里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-001","福星里",0,0,0,0,0,282,0,0,282
"台北市","萬華區","6300700-002","萬壽里",0,0,0,0,0,528,0,0,528
"台北市","萬華區","6300700-003","西門里",0,0,0,0,0,878,0,0,878
"台北市","萬華區","6300700-004","新起里",0,0,0,0,0,259,0,0,259
"台北市","萬華區","6300700-005","菜園里",0,0,0,0,0,849,0,0,849
"台北市","萬華區","6300700-006","青山里",0,0,0,0,0,366,0,0,366
"台北市","萬華區","6300700-007","富民里",0,0,0,0,0,406,0,0,406
"台北市","萬華區","6300700-008","福音里",0,0,0,0,0,148,0,0,148
"台北市","萬華區","6300700-009","仁德里",0,0,0,0,0,83,0,0,83
"台北市","萬華區","6300700-010","富福里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-011","頂碩里",0,0,0,0,135,2177,0,0,2312
"台北市","萬華區","6300700-012","雙園里",0,0,0,0,0,1088,0,0,1088
"台北市","萬華區","6300700-013","新忠里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-014","新和里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-015","糖廍里",0,0,0,0,0,557,0,0,557
"台北市","萬華區","6300700-016","和平里",0,0,0,0,0,2784,0,0,2784
"台北市","萬華區","6300700-017","綠堤里",0,0,0,0,0,103,0,0,103
"台北市","萬華區","6300700-018","華江里",0,0,0,0,0,552,0,0,552
"台北市","萬華區","6300700-019","柳鄉里",0,0,0,0,0,1239,0,0,1239
"台北市","萬華區","6300700-020","日善里",0,0,0,0,0,0,0,0,0
"台北市","萬華區","6300700-021","新安里",0,0,0,0,0,350,0,0,350
"台北市","萬華區","6300700-022","忠德里",0,0,0,0,0,90,0,0,90
"台北市","萬華區","6300700-023","孝德里",0,0,0,0,0,48,0,0,48
"台北市","萬華區","6300700-024","和德里",0,0,0,0,0,1533,0,0,1533
"台北市","萬華區","6300700-025","錦德里",0,0,0,0,0,385,0,0,385
